YEAR;QUARTER;MARKET;PRODUCT_ID;TRAJET;AIRPORT_CON;AIRLINE;Return_Ticket;Distance;Direct_distance;PAX;PRICE;AERODEP;MAINDEP;CPDEAERODEP;VILLE_DEP;CODEVILDEP;POPDEP;AEROARR;MAINARR;CPDEAEROARR;VILLE_ARR;CODEVILARR;POPARR;SQRT(PRODPOP)
2017;2;ATL-AUS;"ATL:AUS"-F9-1;"ATL:AUS";NoCon;F9;1;813;813;140;56.16;ATL;1;10397;ATL;30397;5872432;AUS;1;10423;AUS;30423;2115475;3.525
2017;2;ATL-AUS;"ATL:AUS"-DL-1;"ATL:AUS";NoCon;DL;1;813;813;1245;214.67;ATL;1;10397;ATL;30397;5872432;AUS;1;10423;AUS;30423;2115475;3.525
2017;2;ATL-AUS;"ATL:AUS"-WN-1;"ATL:AUS";NoCon;WN;1;813;813;270;160.37;ATL;1;10397;ATL;30397;5872432;AUS;1;10423;AUS;30423;2115475;3.525
2017;2;ATL-BIR;"ATL:BHM"-DL-1;"ATL:BHM";NoCon;DL;1;134;134;26;266.19;ATL;1;10397;ATL;30397;5872432;BHM;1;10599;BIR;30599;1085615;2.525
2017;2;ATL-BOS;"ATL:BOS"-WN-1;"ATL:BOS";NoCon;WN;1;946;946;776;118.35;ATL;1;10397;ATL;30397;5872432;BOS;1;10721;BOS;30721;1616614;3.081
2017;2;ATL-BOS;"ATL:BOS"-DL-1;"ATL:BOS";NoCon;DL;1;946;946;3176;176.98;ATL;1;10397;ATL;30397;5872432;BOS;1;10721;BOS;30721;1616614;3.081
2017;2;ATL-BOS;"ATL:BOS"-B6-1;"ATL:BOS";NoCon;B6;1;946;946;1067;104.79;ATL;1;10397;ATL;30397;5872432;BOS;1;10721;BOS;30721;1616614;3.081
2017;2;ATL-BOS;"ATL:BOS"-NK-1;"ATL:BOS";NoCon;NK;1;946;946;188;59.93;ATL;1;10397;ATL;30397;5872432;BOS;1;10721;BOS;30721;1616614;3.081
2017;2;ATL-BOS;"ATL:PVD"-DL-1;"ATL:PVD";NoCon;DL;1;903;903;558;202.23;ATL;1;10397;ATL;30397;5872432;PVD;0;14307;BOS;30721;1616614;3.081
2017;2;ATL-BOS;"ATL:MHT"-DL-1;"ATL:MHT";NoCon;DL;1;952;952;97;157.88;ATL;1;10397;ATL;30397;5872432;MHT;0;13296;BOS;30721;1616614;3.081
2017;2;ATL-BUF;"ATL:MDW:BUF"-WN-1;"ATL:MDW:BUF";MDW;WN;1;1059;712;11;169.45;ATL;1;10397;ATL;30397;5872432;BUF;1;10792;BUF;30792;1129882;2.576
2017;2;ATL-BUF;"ATL:CLT:BUF"-AA-1;"ATL:CLT:BUF";CLT;AA;1;772;712;22;149.95;ATL;1;10397;ATL;30397;5872432;BUF;1;10792;BUF;30792;1129882;2.576
2017;2;ATL-BUF;"ATL:BUF"-DL-1;"ATL:BUF";NoCon;DL;1;712;712;752;177.91;ATL;1;10397;ATL;30397;5872432;BUF;1;10792;BUF;30792;1129882;2.576
2017;2;ATL-BUF;"ATL:BWI:BUF"-WN-1;"ATL:BWI:BUF";BWI;WN;1;858;712;19;183.47;ATL;1;10397;ATL;30397;5872432;BUF;1;10792;BUF;30792;1129882;2.576
2017;2;ATL-CHA;"ATL:CLT"-AA-1;"ATL:CLT";NoCon;AA;1;226;226;94;218.02;ATL;1;10397;ATL;30397;5872432;CLT;1;11057;CHA;31057;2550373;3.870
2017;2;ATL-CHA;"ATL:CLT"-DL-1;"ATL:CLT";NoCon;DL;1;226;226;603;245.33;ATL;1;10397;ATL;30397;5872432;CLT;1;11057;CHA;31057;2550373;3.870
2017;2;ATL-CHI;"ATL:ORD"-DL-1;"ATL:ORD";NoCon;DL;1;606;606;3020;193.85;ATL;1;10397;ATL;30397;5872432;ORD;1;13930;CHI;30977;9514113;7.475
2017;2;ATL-CHI;"ATL:MDW"-WN-1;"ATL:MDW";NoCon;WN;1;591;591;1367;128.78;ATL;1;10397;ATL;30397;5872432;MDW;0;13232;CHI;30977;9514113;7.475
2017;2;ATL-CHI;"ATL:ORD"-NK-1;"ATL:ORD";NoCon;NK;1;606;606;446;49.69;ATL;1;10397;ATL;30397;5872432;ORD;1;13930;CHI;30977;9514113;7.475
2017;2;ATL-CHI;"ATL:ORD"-UA-1;"ATL:ORD";NoCon;UA;1;606;606;531;138.87;ATL;1;10397;ATL;30397;5872432;ORD;1;13930;CHI;30977;9514113;7.475
2017;2;ATL-CHI;"ATL:MDW"-DL-1;"ATL:MDW";NoCon;DL;1;591;591;1536;178.04;ATL;1;10397;ATL;30397;5872432;MDW;0;13232;CHI;30977;9514113;7.475
2017;2;ATL-CHI;"ATL:ORD"-AA-1;"ATL:ORD";NoCon;AA;1;606;606;665;140.27;ATL;1;10397;ATL;30397;5872432;ORD;1;13930;CHI;30977;9514113;7.475
2017;2;ATL-CIN;"ATL:CVG"-DL-1;"ATL:CVG";NoCon;DL;1;373;373;547;318.55;ATL;1;10397;ATL;30397;5872432;CVG;1;11193;CIN;33105;2202558;3.596
2017;2;ATL-CIN;"ATL:CVG"-F9-1;"ATL:CVG";NoCon;F9;1;373;373;113;54.19;ATL;1;10397;ATL;30397;5872432;CVG;1;11193;CIN;33105;2202558;3.596
2017;2;ATL-CIN;"ATL:CLT:CVG"-AA-1;"ATL:CLT:CVG";CLT;AA;1;561;373;18;201.44;ATL;1;10397;ATL;30397;5872432;CVG;1;11193;CIN;33105;2202558;3.596
2017;2;ATL-CLE;"ATL:CLE"-F9-1;"ATL:CLE";NoCon;F9;1;554;554;75;45.84;ATL;1;10397;ATL;30397;5872432;CLE;1;11042;CLE;30647;2057238;3.476
2017;2;ATL-CLE;"ATL:CLE"-NK-1;"ATL:CLE";NoCon;NK;1;554;554;158;49.15;ATL;1;10397;ATL;30397;5872432;CLE;1;11042;CLE;30647;2057238;3.476
2017;2;ATL-CLE;"ATL:CAK"-DL-1;"ATL:CAK";NoCon;DL;1;528;528;344;152.44;ATL;1;10397;ATL;30397;5872432;CAK;0;10874;CLE;30647;2057238;3.476
2017;2;ATL-CLE;"ATL:CLE"-WN-1;"ATL:CLE";NoCon;WN;1;554;554;90;119.42;ATL;1;10397;ATL;30397;5872432;CLE;1;11042;CLE;30647;2057238;3.476
2017;2;ATL-CLE;"ATL:CAK"-WN-1;"ATL:CAK";NoCon;WN;1;528;528;175;108.58;ATL;1;10397;ATL;30397;5872432;CAK;0;10874;CLE;30647;2057238;3.476
2017;2;ATL-CLE;"ATL:CLE"-DL-1;"ATL:CLE";NoCon;DL;1;554;554;1006;162.80;ATL;1;10397;ATL;30397;5872432;CLE;1;11042;CLE;30647;2057238;3.476
2017;2;ATL-COL;"ATL:CMH"-DL-1;"ATL:CMH";NoCon;DL;1;447;447;957;203.50;ATL;1;10397;ATL;30397;5872432;CMH;1;11066;COL;31066;2480736;3.817
2017;2;ATL-COL;"ATL:CMH"-WN-1;"ATL:CMH";NoCon;WN;1;447;447;228;145.59;ATL;1;10397;ATL;30397;5872432;CMH;1;11066;COL;31066;2480736;3.817
2017;2;ATL-DAL;"ATL:DFW"-NK-1;"ATL:DFW";NoCon;NK;1;731;731;307;45.53;ATL;1;10397;ATL;30397;5872432;DFW;1;11298;DAL;30194;7337097;6.564
2017;2;ATL-DAL;"ATL:DAL"-WN-1;"ATL:DAL";NoCon;WN;1;721;721;1009;135.31;ATL;1;10397;ATL;30397;5872432;DAL;0;11259;DAL;30194;7337097;6.564
2017;2;ATL-DAL;"ATL:DFW"-DL-1;"ATL:DFW";NoCon;DL;1;731;731;2821;191.75;ATL;1;10397;ATL;30397;5872432;DFW;1;11298;DAL;30194;7337097;6.564
2017;2;ATL-DAL;"ATL:DAL"-DL-1;"ATL:DAL";NoCon;DL;1;721;721;1002;179.65;ATL;1;10397;ATL;30397;5872432;DAL;0;11259;DAL;30194;7337097;6.564
2017;2;ATL-DAL;"ATL:DFW"-AA-1;"ATL:DFW";NoCon;AA;1;731;731;1012;148.51;ATL;1;10397;ATL;30397;5872432;DFW;1;11298;DAL;30194;7337097;6.564
2017;2;ATL-DET;"ATL:DTW"-NK-1;"ATL:DTW";NoCon;NK;1;594;594;531;62.07;ATL;1;10397;ATL;30397;5872432;DTW;1;11433;DET;31295;4321593;5.038
2017;2;ATL-DET;"ATL:DTW"-WN-1;"ATL:DTW";NoCon;WN;1;594;594;681;120.02;ATL;1;10397;ATL;30397;5872432;DTW;1;11433;DET;31295;4321593;5.038
2017;2;ATL-DET;"ATL:CLT:DTW"-AA-1;"ATL:CLT:DTW";CLT;AA;1;726;594;51;144.31;ATL;1;10397;ATL;30397;5872432;DTW;1;11433;DET;31295;4321593;5.038
2017;2;ATL-DET;"ATL:DTW"-DL-1;"ATL:DTW";NoCon;DL;1;594;594;1610;227.43;ATL;1;10397;ATL;30397;5872432;DTW;1;11433;DET;31295;4321593;5.038
2017;2;ATL-DNV;"ATL:DEN"-DL-1;"ATL:DEN";NoCon;DL;1;1199;1199;2322;231.85;ATL;1;10397;ATL;30397;5872432;DEN;1;11292;DNV;30325;2891776;4.121
2017;2;ATL-DNV;"ATL:DEN"-WN-1;"ATL:DEN";NoCon;WN;1;1199;1199;1065;161.21;ATL;1;10397;ATL;30397;5872432;DEN;1;11292;DNV;30325;2891776;4.121
2017;2;ATL-DNV;"ATL:DEN"-F9-1;"ATL:DEN";NoCon;F9;1;1199;1199;932;91.93;ATL;1;10397;ATL;30397;5872432;DEN;1;11292;DNV;30325;2891776;4.121
2017;2;ATL-DNV;"ATL:DEN"-UA-1;"ATL:DEN";NoCon;UA;1;1199;1199;457;168.94;ATL;1;10397;ATL;30397;5872432;DEN;1;11292;DNV;30325;2891776;4.121
2017;2;ATL-GRK;"ATL:MDW:GRR"-WN-1;"ATL:MDW:GRR";MDW;WN;1;728;640;12;167.00;ATL;1;10397;ATL;30397;5872432;GRR;1;11986;GRK;31986;1063670;2.499
2017;2;ATL-GRK;"ATL:BWI:GRR"-WN-1;"ATL:BWI:GRR";BWI;WN;1;1105;640;7;168.14;ATL;1;10397;ATL;30397;5872432;GRR;1;11986;GRK;31986;1063670;2.499
2017;2;ATL-GRK;"ATL:GRR"-DL-1;"ATL:GRR";NoCon;DL;1;640;640;402;271.66;ATL;1;10397;ATL;30397;5872432;GRR;1;11986;GRK;31986;1063670;2.499
2017;2;ATL-HOU;"ATL:IAH"-F9-1;"ATL:IAH";NoCon;F9;1;689;689;72;51.86;ATL;1;10397;ATL;30397;5872432;IAH;1;12266;HOU;31453;6900090;6.366
2017;2;ATL-HOU;"ATL:HOU"-WN-1;"ATL:HOU";NoCon;WN;1;696;696;779;134.32;ATL;1;10397;ATL;30397;5872432;HOU;0;12191;HOU;31453;6900090;6.366
2017;2;ATL-HOU;"ATL:IAH"-UA-1;"ATL:IAH";NoCon;UA;1;689;689;321;138.56;ATL;1;10397;ATL;30397;5872432;IAH;1;12266;HOU;31453;6900090;6.366
2017;2;ATL-HOU;"ATL:IAH"-NK-1;"ATL:IAH";NoCon;NK;1;689;689;226;65.09;ATL;1;10397;ATL;30397;5872432;IAH;1;12266;HOU;31453;6900090;6.366
2017;2;ATL-HOU;"ATL:IAH"-DL-1;"ATL:IAH";NoCon;DL;1;689;689;1051;206.90;ATL;1;10397;ATL;30397;5872432;IAH;1;12266;HOU;31453;6900090;6.366
2017;2;ATL-HOU;"ATL:HOU"-DL-1;"ATL:HOU";NoCon;DL;1;696;696;995;196.63;ATL;1;10397;ATL;30397;5872432;HOU;0;12191;HOU;31453;6900090;6.366
2017;2;ATL-HRT;"ATL:BDL"-DL-1;"ATL:BDL";NoCon;DL;1;859;859;1065;221.54;ATL;1;10397;ATL;30397;5872432;BDL;1;10529;HRT;30529;1207027;2.662
2017;2;ATL-HRT;"ATL:BWI:BDL"-WN-1;"ATL:BWI:BDL";BWI;WN;1;860;859;44;172.75;ATL;1;10397;ATL;30397;5872432;BDL;1;10529;HRT;30529;1207027;2.662
2017;2;ATL-HRT;"ATL:CLT:BDL"-AA-1;"ATL:CLT:BDL";CLT;AA;1;870;859;35;189.83;ATL;1;10397;ATL;30397;5872432;BDL;1;10529;HRT;30529;1207027;2.662
2017;2;ATL-IND;"ATL:IND"-DL-1;"ATL:IND";NoCon;DL;1;432;432;1080;206.22;ATL;1;10397;ATL;30397;5872432;IND;1;12339;IND;32337;2027584;3.451
2017;2;ATL-IND;"ATL:IND"-WN-1;"ATL:IND";NoCon;WN;1;432;432;264;161.23;ATL;1;10397;ATL;30397;5872432;IND;1;12339;IND;32337;2027584;3.451
2017;2;ATL-JCK;"ATL:JAX"-WN-1;"ATL:JAX";NoCon;WN;1;270;270;116;169.89;ATL;1;10397;ATL;30397;5872432;JAX;1;12451;JCK;31136;1700099;3.160
2017;2;ATL-JCK;"ATL:JAX"-DL-1;"ATL:JAX";NoCon;DL;1;270;270;1023;220.89;ATL;1;10397;ATL;30397;5872432;JAX;1;12451;JCK;31136;1700099;3.160
2017;2;ATL-KAN;"ATL:MCI"-WN-1;"ATL:MCI";NoCon;WN;1;692;692;319;141.08;ATL;1;10397;ATL;30397;5872432;MCI;1;13198;KAN;33198;2127203;3.534
2017;2;ATL-KAN;"ATL:MCI"-F9-1;"ATL:MCI";NoCon;F9;1;692;692;113;52.70;ATL;1;10397;ATL;30397;5872432;MCI;1;13198;KAN;33198;2127203;3.534
2017;2;ATL-KAN;"ATL:MCI"-DL-1;"ATL:MCI";NoCon;DL;1;692;692;1102;178.57;ATL;1;10397;ATL;30397;5872432;MCI;1;13198;KAN;33198;2127203;3.534
2017;2;ATL-LAX;"ATL:DEN:LAX"-WN-1;"ATL:DEN:LAX";DEN;WN;1;2061;1947;66;178.98;ATL;1;10397;ATL;30397;5872432;LAX;1;12892;LAX;32575;4565909;5.178
2017;2;ATL-LAX;"ATL:LAX"-NK-1;"ATL:LAX";NoCon;NK;1;1947;1947;285;114.14;ATL;1;10397;ATL;30397;5872432;LAX;1;12892;LAX;32575;4565909;5.178
2017;2;ATL-LAX;"ATL:LAX"-WN-1;"ATL:LAX";NoCon;WN;1;1947;1947;901;193.99;ATL;1;10397;ATL;30397;5872432;LAX;1;12892;LAX;32575;4565909;5.178
2017;2;ATL-LAX;"ATL:LAX"-F9-1;"ATL:LAX";NoCon;F9;1;1947;1947;219;106.68;ATL;1;10397;ATL;30397;5872432;LAX;1;12892;LAX;32575;4565909;5.178
2017;2;ATL-LAX;"ATL:LAX"-DL-1;"ATL:LAX";NoCon;DL;1;1947;1947;3128;300.98;ATL;1;10397;ATL;30397;5872432;LAX;1;12892;LAX;32575;4565909;5.178
2017;2;ATL-LAX;"ATL:SNA"-DL-1;"ATL:SNA";NoCon;DL;1;1919;1919;591;366.51;ATL;1;10397;ATL;30397;5872432;SNA;0;14908;LAX;32575;4565909;5.178
2017;2;ATL-LAX;"ATL:LAX"-AA-1;"ATL:LAX";NoCon;AA;1;1947;1947;882;207.71;ATL;1;10397;ATL;30397;5872432;LAX;1;12892;LAX;32575;4565909;5.178
2017;2;ATL-LVL;"ATL:SDF"-DL-1;"ATL:SDF";NoCon;DL;1;321;321;570;280.62;ATL;1;10397;ATL;30397;5872432;SDF;1;14730;LVL;33044;1259553;2.720
2017;2;ATL-MEM;"ATL:MEM"-DL-1;"ATL:MEM";NoCon;DL;1;332;332;853;292.87;ATL;1;10397;ATL;30397;5872432;MEM;1;13244;MEM;33244;1338582;2.804
2017;2;ATL-MIA;"ATL:MIA"-F9-1;"ATL:MIA";NoCon;F9;1;594;594;213;48.84;ATL;1;10397;ATL;30397;5872432;MIA;1;13303;MIA;32467;6118155;5.994
2017;2;ATL-MIA;"ATL:MIA"-AA-1;"ATL:MIA";NoCon;AA;1;594;594;1086;125.28;ATL;1;10397;ATL;30397;5872432;MIA;1;13303;MIA;32467;6118155;5.994
2017;2;ATL-MIA;"ATL:FLL"-DL-1;"ATL:FLL";NoCon;DL;1;581;581;3955;133.84;ATL;1;10397;ATL;30397;5872432;FLL;0;11697;MIA;32467;6118155;5.994
2017;2;ATL-MIA;"ATL:FLL"-NK-1;"ATL:FLL";NoCon;NK;1;581;581;721;64.83;ATL;1;10397;ATL;30397;5872432;FLL;0;11697;MIA;32467;6118155;5.994
2017;2;ATL-MIA;"ATL:FLL"-WN-1;"ATL:FLL";NoCon;WN;1;581;581;1094;118.74;ATL;1;10397;ATL;30397;5872432;FLL;0;11697;MIA;32467;6118155;5.994
2017;2;ATL-MIA;"ATL:MIA"-DL-1;"ATL:MIA";NoCon;DL;1;594;594;3403;149.82;ATL;1;10397;ATL;30397;5872432;MIA;1;13303;MIA;32467;6118155;5.994
2017;2;ATL-MIL;"ATL:MKE"-WN-1;"ATL:MKE";NoCon;WN;1;669;669;212;136.54;ATL;1;10397;ATL;30397;5872432;MKE;1;13342;MIL;33342;1574444;3.041
2017;2;ATL-MIL;"ATL:MKE"-DL-1;"ATL:MKE";NoCon;DL;1;669;669;1052;177.84;ATL;1;10397;ATL;30397;5872432;MKE;1;13342;MIL;33342;1574444;3.041
2017;2;ATL-MIN;"ATL:MSP"-WN-1;"ATL:MSP";NoCon;WN;1;907;907;649;121.28;ATL;1;10397;ATL;30397;5872432;MSP;1;13487;MIN;31650;3575699;4.582
2017;2;ATL-MIN;"ATL:MSP"-NK-1;"ATL:MSP";NoCon;NK;1;907;907;199;60.53;ATL;1;10397;ATL;30397;5872432;MSP;1;13487;MIN;31650;3575699;4.582
2017;2;ATL-MIN;"ATL:MSP"-DL-1;"ATL:MSP";NoCon;DL;1;907;907;1469;259.19;ATL;1;10397;ATL;30397;5872432;MSP;1;13487;MIN;31650;3575699;4.582
2017;2;ATL-NSH;"ATL:BNA"-DL-1;"ATL:BNA";NoCon;DL;1;214;214;555;317.20;ATL;1;10397;ATL;30397;5872432;BNA;1;10693;NSH;30693;1874515;3.318
2017;2;ATL-NWO;"ATL:MSY"-NK-1;"ATL:MSY";NoCon;NK;1;425;425;165;43.95;ATL;1;10397;ATL;30397;5872432;MSY;1;13495;NWO;33495;1270326;2.731
2017;2;ATL-NWO;"ATL:MSY"-DL-1;"ATL:MSY";NoCon;DL;1;425;425;1770;169.70;ATL;1;10397;ATL;30397;5872432;MSY;1;13495;NWO;33495;1270326;2.731
2017;2;ATL-NWO;"ATL:MSY"-WN-1;"ATL:MSY";NoCon;WN;1;425;425;638;121.98;ATL;1;10397;ATL;30397;5872432;MSY;1;13495;NWO;33495;1270326;2.731
2017;2;ATL-NYC;"ATL:JFK"-DL-1;"ATL:JFK";NoCon;DL;1;760;760;876;217.47;ATL;1;10397;ATL;30397;5872432;JFK;1;12478;NYC;31703;19322607;10.652
2017;2;ATL-NYC;"ATL:EWR"-UA-1;"ATL:EWR";NoCon;UA;1;746;746;965;159.57;ATL;1;10397;ATL;30397;5872432;EWR;1;11618;NYC;31703;19322607;10.652
2017;2;ATL-NYC;"ATL:LGA"-DL-1;"ATL:LGA";NoCon;DL;1;762;762;6073;216.06;ATL;1;10397;ATL;30397;5872432;LGA;1;12953;NYC;31703;19322607;10.652
2017;2;ATL-NYC;"ATL:EWR"-DL-1;"ATL:EWR";NoCon;DL;1;746;746;1992;257.26;ATL;1;10397;ATL;30397;5872432;EWR;1;11618;NYC;31703;19322607;10.652
2017;2;ATL-NYC;"ATL:LGA"-WN-1;"ATL:LGA";NoCon;WN;1;762;762;1584;147.62;ATL;1;10397;ATL;30397;5872432;LGA;1;12953;NYC;31703;19322607;10.652
2017;2;ATL-NYC;"ATL:HPN"-DL-1;"ATL:HPN";NoCon;DL;1;780;780;694;220.67;ATL;1;10397;ATL;30397;5872432;HPN;0;12197;NYC;31703;19322607;10.652
2017;2;ATL-NYC;"ATL:LGA"-AA-1;"ATL:LGA";NoCon;AA;1;762;762;880;180.59;ATL;1;10397;ATL;30397;5872432;LGA;1;12953;NYC;31703;19322607;10.652
2017;2;ATL-NYC;"ATL:LGA"-F9-1;"ATL:LGA";NoCon;F9;1;762;762;382;89.57;ATL;1;10397;ATL;30397;5872432;LGA;1;12953;NYC;31703;19322607;10.652
2017;2;ATL-OKL;"ATL:STL:OKC"-WN-1;"ATL:STL:OKC";STL;WN;1;946;761;11;186.73;ATL;1;10397;ATL;30397;5872432;OKC;1;13851;OKL;33851;1381492;2.848
2017;2;ATL-OKL;"ATL:IAH:OKC"-UA-1;"ATL:IAH:OKC";IAH;UA;1;1084;761;8;187.88;ATL;1;10397;ATL;30397;5872432;OKC;1;13851;OKL;33851;1381492;2.848
2017;2;ATL-OKL;"ATL:DAL:OKC"-WN-1;"ATL:DAL:OKC";DAL;WN;1;902;761;18;180.11;ATL;1;10397;ATL;30397;5872432;OKC;1;13851;OKL;33851;1381492;2.848
2017;2;ATL-OKL;"ATL:OKC"-DL-1;"ATL:OKC";NoCon;DL;1;761;761;461;252.08;ATL;1;10397;ATL;30397;5872432;OKC;1;13851;OKL;33851;1381492;2.848
2017;2;ATL-ORL;"ATL:MCO"-F9-1;"ATL:MCO";NoCon;F9;1;404;404;235;37.54;ATL;1;10397;ATL;30397;5872432;MCO;1;13204;ORL;31454;2517777;3.845
2017;2;ATL-ORL;"ATL:MCO"-WN-1;"ATL:MCO";NoCon;WN;1;404;404;1416;105.80;ATL;1;10397;ATL;30397;5872432;MCO;1;13204;ORL;31454;2517777;3.845
2017;2;ATL-ORL;"ATL:MCO"-DL-1;"ATL:MCO";NoCon;DL;1;404;404;3777;163.63;ATL;1;10397;ATL;30397;5872432;MCO;1;13204;ORL;31454;2517777;3.845
2017;2;ATL-ORL;"ATL:MCO"-NK-1;"ATL:MCO";NoCon;NK;1;404;404;335;48.33;ATL;1;10397;ATL;30397;5872432;MCO;1;13204;ORL;31454;2517777;3.845
2017;2;ATL-PHI;"ATL:PHL"-NK-1;"ATL:PHL";NoCon;NK;1;666;666;121;50.91;ATL;1;10397;ATL;30397;5872432;PHL;1;14100;PHI;34100;6078522;5.975
2017;2;ATL-PHI;"ATL:PHL"-WN-1;"ATL:PHL";NoCon;WN;1;666;666;513;134.43;ATL;1;10397;ATL;30397;5872432;PHL;1;14100;PHI;34100;6078522;5.975
2017;2;ATL-PHI;"ATL:PHL"-AA-1;"ATL:PHL";NoCon;AA;1;666;666;802;153.38;ATL;1;10397;ATL;30397;5872432;PHL;1;14100;PHI;34100;6078522;5.975
2017;2;ATL-PHI;"ATL:PHL"-DL-1;"ATL:PHL";NoCon;DL;1;666;666;2517;203.43;ATL;1;10397;ATL;30397;5872432;PHL;1;14100;PHI;34100;6078522;5.975
2017;2;ATL-PHX;"ATL:PHX"-AA-1;"ATL:PHX";NoCon;AA;1;1587;1587;225;188.07;ATL;1;10397;ATL;30397;5872432;PHX;1;14107;PHX;30466;4758748;5.286
2017;2;ATL-PHX;"ATL:PHX"-DL-1;"ATL:PHX";NoCon;DL;1;1587;1587;1812;223.62;ATL;1;10397;ATL;30397;5872432;PHX;1;14107;PHX;30466;4758748;5.286
2017;2;ATL-PHX;"ATL:PHX"-WN-1;"ATL:PHX";NoCon;WN;1;1587;1587;385;185.69;ATL;1;10397;ATL;30397;5872432;PHX;1;14107;PHX;30466;4758748;5.286
2017;2;ATL-PHX;"ATL:PHX"-F9-1;"ATL:PHX";NoCon;F9;1;1587;1587;235;87.34;ATL;1;10397;ATL;30397;5872432;PHX;1;14107;PHX;30466;4758748;5.286
2017;2;ATL-PIT;"ATL:PIT"-DL-1;"ATL:PIT";NoCon;DL;1;526;526;1202;192.33;ATL;1;10397;ATL;30397;5872432;PIT;1;14122;PIT;30198;2329004;3.698
2017;2;ATL-PIT;"ATL:PIT"-WN-1;"ATL:PIT";NoCon;WN;1;526;526;205;140.76;ATL;1;10397;ATL;30397;5872432;PIT;1;14122;PIT;30198;2329004;3.698
2017;2;ATL-POR;"ATL:PDX"-DL-1;"ATL:PDX";NoCon;DL;1;2172;2172;646;340.68;ATL;1;10397;ATL;30397;5872432;PDX;1;14057;POR;34057;2454815;3.797
2017;2;ATL-POR;"ATL:DEN:PDX"-F9-1;"ATL:DEN:PDX";DEN;F9;1;2190;2172;15;142.27;ATL;1;10397;ATL;30397;5872432;PDX;1;14057;POR;34057;2454815;3.797
2017;2;ATL-POR;"ATL:DEN:PDX"-WN-1;"ATL:DEN:PDX";DEN;WN;1;2190;2172;18;250.83;ATL;1;10397;ATL;30397;5872432;PDX;1;14057;POR;34057;2454815;3.797
2017;2;ATL-POR;"ATL:SEA:PDX"-AS-1;"ATL:SEA:PDX";SEA;AS;1;2311;2172;11;293.00;ATL;1;10397;ATL;30397;5872432;PDX;1;14057;POR;34057;2454815;3.797
2017;2;ATL-POR;"ATL:PDX"-AS-1;"ATL:PDX";NoCon;AS;1;2172;2172;65;225.52;ATL;1;10397;ATL;30397;5872432;PDX;1;14057;POR;34057;2454815;3.797
2017;2;ATL-POR;"ATL:LAX:PDX"-DL-1;"ATL:LAX:PDX";LAX;DL;1;2781;2172;11;337.36;ATL;1;10397;ATL;30397;5872432;PDX;1;14057;POR;34057;2454815;3.797
2017;2;ATL-POR;"ATL:STL:PDX"-WN-1;"ATL:STL:PDX";STL;WN;1;2192;2172;13;233.23;ATL;1;10397;ATL;30397;5872432;PDX;1;14057;POR;34057;2454815;3.797
2017;2;ATL-POR;"ATL:HOU:PDX"-WN-1;"ATL:HOU:PDX";HOU;WN;1;2539;2172;28;214.79;ATL;1;10397;ATL;30397;5872432;PDX;1;14057;POR;34057;2454815;3.797
2017;2;ATL-POR;"ATL:SLC:PDX"-DL-1;"ATL:SLC:PDX";SLC;DL;1;2220;2172;27;393.48;ATL;1;10397;ATL;30397;5872432;PDX;1;14057;POR;34057;2454815;3.797
2017;2;ATL-RAL;"ATL:RDU"-DL-1;"ATL:RDU";NoCon;DL;1;356;356;1313;225.54;ATL;1;10397;ATL;30397;5872432;RDU;1;14492;RAL;34492;1334235;2.799
2017;2;ATL-RAL;"ATL:RDU"-WN-1;"ATL:RDU";NoCon;WN;1;356;356;319;138.90;ATL;1;10397;ATL;30397;5872432;RDU;1;14492;RAL;34492;1334235;2.799
2017;2;ATL-RIC;"ATL:RIC"-WN-1;"ATL:RIC";NoCon;WN;1;481;481;125;186.95;ATL;1;10397;ATL;30397;5872432;RIC;1;14524;RIC;34524;1269566;2.730
2017;2;ATL-RIC;"ATL:RIC"-DL-1;"ATL:RIC";NoCon;DL;1;481;481;1018;226.98;ATL;1;10397;ATL;30397;5872432;RIC;1;14524;RIC;34524;1269566;2.730
2017;2;ATL-ROC;"ATL:ROC"-DL-1;"ATL:ROC";NoCon;DL;1;749;749;380;205.71;ATL;1;10397;ATL;30397;5872432;ROC;1;14576;ROC;34576;1289955;2.752
2017;2;ATL-ROC;"ATL:BWI:ROC"-WN-1;"ATL:BWI:ROC";BWI;WN;1;854;749;9;200.89;ATL;1;10397;ATL;30397;5872432;ROC;1;14576;ROC;34576;1289955;2.752
2017;2;ATL-ROC;"ATL:IAD:ROC"-UA-1;"ATL:IAD:ROC";IAD;UA;1;822;749;5;181.40;ATL;1;10397;ATL;30397;5872432;ROC;1;14576;ROC;34576;1289955;2.752
2017;2;ATL-ROC;"ATL:CLT:ROC"-AA-1;"ATL:CLT:ROC";CLT;AA;1;799;749;11;169.91;ATL;1;10397;ATL;30397;5872432;ROC;1;14576;ROC;34576;1289955;2.752
2017;2;ATL-SAC;"ATL:SMF"-DL-1;"ATL:SMF";NoCon;DL;1;2092;2092;412;342.06;ATL;1;10397;ATL;30397;5872432;SMF;1;14893;SAC;33192;2319572;3.691
2017;2;ATL-SAC;"ATL:DAL:SMF"-WN-1;"ATL:DAL:SMF";DAL;WN;1;2163;2092;9;228.00;ATL;1;10397;ATL;30397;5872432;SMF;1;14893;SAC;33192;2319572;3.691
